CollectDate,Ammmonia Nitrogen (mg/L),Conductivity (µmhos/cm),Dissolved Oxygen (mg/L),Fecal Coliform (CFU/100ml),Nitrate Nitrite (mg/L),Orthophosphate Phosphate (mg/L),pH,Temperature (°C),Total Nitrogen (mg/L),Total Phosphorus (mg/L),WQI
10/2/95,0.06,150,0.53,2,0.192,0.0023,6.6,9,0.451,0.0272,85.73086155
10/2/95,0.135,156,0.42,2,0.074,0.0117,6.6,8.7,0.354,0.0868,90.59935714
11/9/95,0.033,106,8.68,4,0.118,0.009,7.1,11.6,0.376,0.01,51.13336653
11/9/95,0.028,108.4,8.67,4,0.121,0.007,7.1,11.6,0.359,0.0169,52.5450259
11/9/95,0.03,109.9,8.66,4,0.126,0.01,7.1,11.6,0.356,0.0072,51.76273261
11/9/95,0.031,110.3,8.49,4,0.122,0.009,7.1,11.5,0.476,0.0088,51.55747497
11/9/95,0.095166667,111,8.02,4,0.097833333,0.010666667,7,11.4,0.390833333,0.03795,72.11713166
11/9/95,0.095166667,119,1.41,4,0.097833333,0.010666667,6.7,9.3,0.390833333,0.03795,71.3197101
11/9/95,0.095166667,119,0.52,4,0.097833333,0.010666667,6.6,9.1,0.390833333,0.03795,71.21490091
11/9/95,0.217,118.6,0.29,4,0.05,0.017,6.6,9,0.405,0.0848,107.5976999
11/9/95,0.232,120.4,0.28,4,0.05,0.012,6.6,8.9,0.373,0.1,116.536566
12/5/95,0.02,106.2,8.96,14,0.254,0.012,7.1,10.1,0.481,0.024,92.48392713
12/5/95,0.025,107,8.87,14,0.256,0.012,7.1,10.1,0.504,0.015,91.92215381
12/5/95,0.02,108,8.83,14,0.254,0.012,7,10.1,0.52,0.028,93.74997505
12/5/95,0.024,108.4,8.84,14,0.255,0.012,7,10.1,0.559,0.021,93.23150005
12/5/95,0.02,108.8,8.83,14,0.256,0.012,7,10.1,0.47,0.018,91.24230399
12/5/95,0.02,108.5,8.81,14,0.257,0.012,7,10.1,0.463,0.018,91.52612683
1/3/96,0.02,102.7,9.71,3,0.449,0.011,7.1,8.3,0.607,0.025,151.5798892
1/3/96,0.02,102.8,9.79,3,0.441,0.009,7.1,8.3,0.599,0.022,148.2424603
1/3/96,0.02,103.7,9.72,3,0.444,0.009,7.1,8.3,0.583,0.027,150.6055423
1/3/96,0.02,103.9,9.7,3,0.43,0.011,7.1,8.3,0.572,0.028,146.6991482
1/3/96,0.02,104.4,9.68,3,0.43,0.01,7.1,8.2,0.571,0.031,147.5782135
1/3/96,0.02,104.4,9.59,3,0.412,0.008,7.1,8.2,0.542,0.024,139.9741639
2/7/96,0.02,100.1,11.02,14,0.527,0.004,7.1,6.1,0.723,0.057,184.7812545
2/7/96,0.02,100.3,10.85,14,0.527,0.004,7.1,6.1,0.697,0.02,173.5944828
2/7/96,0.02,100.4,10.76,14,0.513,0.005,7.1,6,0.819,0.023,170.5413055
2/7/96,0.02,101,10.79,14,0.516,0.005,7.1,6,0.712,0.057,181.436726
2/7/96,0.02,101.2,10.82,14,0.493,0.006,7.1,5.9,0.683,0.025,164.8618295
2/7/96,0.02,101.5,10.77,14,0.489,0.006,7.1,5.9,0.664,0.026,163.9159656
3/6/96,0.02,99.9,12.05,4,0.595,0.011,7.7,6.5,0.769,0.026,196.2271041
3/6/96,0.02,100.4,11.99,4,0.572,0.01,7.7,6.4,0.764,0.025,188.9824299
3/6/96,0.02,99.4,11.96,4,0.609,0.011,7.7,6.2,0.779,0.025,200.126118
3/6/96,0.02,99.6,12.08,4,0.587,0.01,7.7,6.2,0.775,0.026,193.8087967
3/6/96,0.02,101.1,11.95,4,0.603,0.011,7.6,6.1,0.791,0.028,199.2386586
3/6/96,0.02,100.7,11.91,4,0.595,0.01,7.6,6.1,0.786,0.027,196.5084172
3/21/96,0.02,97.5,12.56,0,0.51,0.002,8.5,8.2,0.754,0.023,169.8378349
3/21/96,0.02,97.5,12.23,0,0.508,0.003,8.1,7.8,0.754,0.025,169.7759216
3/21/96,0.02,97.8,12.3,0,0.533,0.002,8,7.7,0.754,0.022,176.3698841
3/21/96,0.023,97.5,12.04,0,0.545,0.003,7.9,7.6,0.752,0.02,180.2471071
3/21/96,0.02,97.8,11.85,0,0.603,0.013,7.7,6.2,0.738,0.024,197.9500163
3/21/96,0.029,97.8,11.77,0,0.616,0.013,7.7,6.2,0.758,0.025,204.8935263
4/10/96,0.02,100.9,12.52,1,0.472,0.003,8.6,11.7,0.672,0.01,154.572255
4/10/96,0.02,101,13.01,1,0.481,0.002,8.6,11.5,0.639,0.01,157.2316031
4/10/96,0.02,100.6,13.3,1,0.512,0.003,8.7,11.1,0.7205,0.014,167.9368784
4/10/96,0.02,100.3,13.77,1,0.512,0.003,8.7,10.2,0.7205,0.014,167.9283659
4/10/96,0.02,100.4,13.94,1,0.512,0.003,8.7,10.1,0.7205,0.014,167.9391214
4/10/96,0.02,100.2,14.14,1,0.512,0.003,8.7,9.7,0.7205,0.014,167.9344531
4/10/96,0.02,99.8,14.33,1,0.467,0.002,8.7,8.8,0.736,0.013,154.0989906
4/10/96,0.02,99.6,14.25,1,0.512,0.003,8.5,8.3,0.7205,0.014,167.8512062
4/10/96,0.02,99.9,14.02,1,0.512,0.003,8.3,8.2,0.7205,0.014,167.8139268
4/10/96,0.02,99.6,13.91,1,0.512,0.003,8.2,8.1,0.7205,0.014,167.7927032
4/10/96,0.02,99.7,13.67,1,0.512,0.003,8,7.8,0.7205,0.014,167.7421618
4/10/96,0.02,99.7,13.59,1,0.523,0.002,7.9,7.7,0.733,0.013,170.7422193
4/10/96,0.02,99.1,12.46,1,0.576,0.004,7.6,6.6,0.757,0.019,188.3491219
4/10/96,0.02,99.3,12.02,1,0.553,0.005,7.5,6.5,0.786,0.019,181.4579306
4/30/96,0.035,86.6,11.07,0,0.509,0.003,8.3,10.9,0.603,0.007,168.942861
4/30/96,0.028,86.7,11.23,0,0.513,0.005,8,9.9,0.625,0.019,171.6587084
4/30/96,0.031,86.7,11.31,0,0.542,0.006,7.8,9.6,0.638,0.059,193.3095405
4/30/96,0.028,86.6,11.26,0,0.57,0.006,7.6,9,0.651,0.014,187.2781297
4/30/96,0.027,86.5,10.94,0,0.571,0.008,7.5,8.2,0.674,0.029,191.7715028
4/30/96,0.023,86.6,9.66,0,0.574,0.005,7.2,7.4,0.695,0.015,187.0842776
5/8/96,0.024,100.1,10.55,3,0.442,0.005,8.1,11.9,0.641,0.015,148.018858
5/8/96,0.025,100,10.67,3,0.446,0.005,8.1,11.6,0.633,0.015,149.497804
5/8/96,0.029,99.8,10.89,3,0.455,0.005,7.8,9.7,0.632,0.014,152.9936715
5/8/96,0.023,99.2,10.59,3,0.512,0.011,7.6,8.7,0.671,0.019,169.8713861
5/8/96,0.02,99.1,9.42,3,0.527,0.011,7.3,7.5,0.659,0.016,172.3479107
5/8/96,0.02,99.4,8.89,3,0.519,0.007,7.2,7.4,0.643,0.019,170.7014323
5/21/96,0.029,100.1,10.28,2,0.435,0.002,7.8,14.1,0.649,0.013,146.8932354
5/21/96,0.024166667,99.9,10.99,2,0.506166667,0.002666667,7.8,13.5,0.643166667,0.011666667,166.4502929
5/21/96,0.03,100.1,10.75,2,0.471,0.002,7.8,13.4,0.611,0.011,157.3325228
5/21/96,0.024166667,100.1,10.99,2,0.506166667,0.002666667,7.7,13.1,0.643166667,0.011666667,166.4216171
5/21/96,0.024166667,100.2,10.81,2,0.506166667,0.002666667,7.7,13,0.643166667,0.011666667,166.397613
5/21/96,0.024166667,100.2,10.48,2,0.506166667,0.002666667,7.7,13,0.643166667,0.011666667,166.3648395
5/21/96,0.024166667,100.1,10.16,2,0.506166667,0.002666667,7.6,12.4,0.643166667,0.011666667,166.2921113
5/21/96,0.026,99.4,10.89,2,0.477,0.002,7.4,10.6,0.621,0.006,156.2776942
5/21/96,0.02,99.2,10.75,2,0.551,0.002,7.2,9,0.657,0.01,177.8629338
5/21/96,0.02,99.4,9.32,2,0.578,0.003,7,8,0.661,0.007,184.88181
5/21/96,0.02,99.1,7.42,2,0.525,0.005,6.8,7.8,0.66,0.023,173.5788217
6/4/96,0.033,101.1,10.13,0,0.414,0.003,7.9,16.3,0.586,0.011,141.1896283
6/4/96,0.03,100.9,10.39,0,0.423,0.003,7.9,16,0.559,0.023,146.548335
6/4/96,0.027666667,100.6,10.54,0,0.4625,0.004833333,7.9,15.9,0.5935,0.0315,160.3704166
6/4/96,0.027666667,100.9,10.56,0,0.4625,0.004833333,7.9,15.9,0.5935,0.0315,160.3724129
6/4/96,0.027666667,100.9,10.5,0,0.4625,0.004833333,7.9,16,0.5935,0.0315,160.3725851
6/4/96,0.033,100.1,10.24,0,0.448,0.003,7.3,12.1,0.616,0.031,157.2034969
6/4/96,0.027666667,99.9,10.14,0,0.4625,0.004833333,7.3,11.7,0.5935,0.0315,160.0482138
6/4/96,0.027666667,99.7,9.72,0,0.4625,0.004833333,7.1,9.3,0.5935,0.0315,159.8510333
6/4/96,0.023,99.6,8.88,0,0.534,0.004,6.9,8.7,0.652,0.062,189.0757114
6/4/96,0.023,99.5,5.84,0,0.493,0.006,6.7,8.1,0.584,0.045,171.1863245
6/4/96,0.024,99.2,4.96,0,0.463,0.01,6.6,8,0.564,0.017,153.9708592
6/18/96,0.02,102.6,10.73,0,0.391,0.002,8.6,17.9,0.6,0.008,129.6771633
6/18/96,0.02,102.5,11.03,0,0.378,0.002,8.6,17.2,0.621,0.01,126.4031947
6/18/96,0.02,102.3,11.07,0,0.446666667,0.002166667,8.6,17.1,0.618,0.01,147.0258214
6/18/96,0.02,102.3,11.03,0,0.446666667,0.002166667,8.6,17,0.618,0.01,147.0157178
6/18/96,0.02,102.2,11.04,0,0.446666667,0.002166667,8.5,17,0.618,0.01,147.0125495
6/18/96,0.02,102,10.82,0,0.446666667,0.002166667,8.5,16.8,0.618,0.01,146.9784317
6/18/96,0.02,100.6,9.41,0,0.446666667,0.002166667,7.6,13.2,0.618,0.01,146.5802112
6/18/96,0.02,100.7,9.38,0,0.446666667,0.002166667,7.3,11.7,0.618,0.01,146.4727946
6/18/96,0.02,100.3,8.66,0,0.513,0.002,7.1,10.7,0.654,0.005,164.8306972
6/18/96,0.02,100.1,8.16,0,0.446666667,0.002166667,7,9.8,0.618,0.01,146.2226473
6/18/96,0.02,99.8,8.19,0,0.446666667,0.002166667,6.9,9.3,0.618,0.01,146.1908032
6/18/96,0.02,98.6,7.77,0,0.498,0.002,6.8,8.8,0.679,0.007,160.759944
6/18/96,0.02,99.5,7.05,0,0.446666667,0.002166667,6.7,8.6,0.618,0.01,146.0263421
6/18/96,0.02,99.3,6.17,0,0.446666667,0.002166667,6.7,8.5,0.618,0.01,145.9328086
6/18/96,0.02,99.2,4.76,0,0.446666667,0.002166667,6.6,8.2,0.618,0.01,145.770222
6/18/96,0.02,99.2,4.16,0,0.446666667,0.002166667,6.5,8.1,0.618,0.01,145.7003448
6/18/96,0.02,99,4.01,0,0.46,0.002,6.5,8.1,0.571,0.011,149.8914469
6/18/96,0.02,98.9,3.94,0,0.446666667,0.002166667,6.5,8.1,0.618,0.01,145.6784858
6/18/96,0.02,99,3.99,0,0.44,0.003,6.5,8.1,0.583,0.019,146.3214365
7/2/96,0.02,104.1,10.14,1,0.262,0.002,8.8,20.1,0.514,0.015,92.93095461
7/2/96,0.02,104,10.91,1,0.272,0.004,8.9,18.7,0.511,0.013,95.34690479
7/2/96,0.029,101.4,9.43,1,0.387,0.006,7.4,14.1,0.65,0.015,133.0227598
7/2/96,0.02,101.92,7.376,1,0.483,0.002,7.62,10.3,0.7,0.013,158.1871574
7/2/96,0.02,100.1,3.44,1,0.451,0.003,6.5,8.4,0.617,0.016,148.7597264
7/2/96,0.025,100,2.96,1,0.367,0.005,6.5,8.3,0.595,0.019,125.8519073
7/24/96,0.02,107.7,9.12,0,0.338,0.009,8.4,22.3,0.415,0.016,115.9580124
7/24/96,0.02,106.8,9.45,0,0.252,0.003,8.5,20.3,0.439,0.015,89.71345782
7/24/96,0.0205,106.5,9.51,0,0.408666667,0.004666667,8.4,19.7,0.528333333,0.0185,138.1528302
7/24/96,0.0205,105.9,9.94,0,0.408666667,0.004666667,8.3,18.4,0.528333333,0.0185,138.1116527
7/24/96,0.0205,105.4,9.91,0,0.408666667,0.004666667,8.2,17.8,0.528333333,0.0185,138.0677121
7/24/96,0.0205,104.3,9.93,0,0.408666667,0.004666667,7.8,16.6,0.528333333,0.0185,137.9794562
7/24/96,0.0205,103.6,9.48,0,0.408666667,0.004666667,7.5,15.5,0.528333333,0.0185,137.8548256
7/24/96,0.0205,103.8,9.01,0,0.408666667,0.004666667,7.2,14.3,0.528333333,0.0185,137.7221077
7/24/96,0.0205,102.8,8.45,0,0.408666667,0.004666667,7.1,13.3,0.528333333,0.0185,137.6009899
7/24/96,0.023,103.3,7.8,0,0.436,0.004,6.9,12.7,0.548,0.016,145.7359316
7/24/96,0.0205,102.8,7.13,0,0.408666667,0.004666667,6.8,11.8,0.528333333,0.0185,137.3654556
7/24/96,0.0205,102.2,6.94,0,0.408666667,0.004666667,6.8,11,0.528333333,0.0185,137.2975174
7/24/96,0.0205,102.2,6.31,0,0.408666667,0.004666667,6.7,10.3,0.528333333,0.0185,137.1878743
7/24/96,0.0205,102.3,6.25,0,0.408666667,0.004666667,6.7,9.9,0.528333333,0.0185,137.1573945
7/24/96,0.02,101.4,5.68,0,0.524,0.004,6.6,9.6,0.634,0.024,173.4415468
7/24/96,0.0205,101.5,5.27,0,0.408666667,0.004666667,6.5,9,0.528333333,0.0185,136.9965447
7/24/96,0.02,101.6,3.14,0,0.473,0.003,6.4,8.6,0.589,0.016,155.2888127
7/24/96,0.0205,102,2.44,0,0.408666667,0.004666667,6.4,8.5,0.528333333,0.0185,136.680691
7/24/96,0.02,103,2.29,0,0.429,0.005,6.4,8.5,0.545,0.024,144.3153209
8/6/96,0.02,108.4,9.3,0,0.214,0.009,8.7,22.2,0.377,0.009,76.5475605
8/6/96,0.02,108.3,9.38,0,0.207,0.007,8.7,21.4,0.412,0.01,74.75290105
8/6/96,0.020333333,108,9.31,0,0.345,0.009666667,8.6,21.1,0.516833333,0.012333333,117.2336495
8/6/96,0.020333333,106.8,9.27,0,0.345,0.009666667,8.4,19.5,0.516833333,0.012333333,117.1232234
8/6/96,0.020333333,104.1,8.96,0,0.345,0.009666667,7.5,15.8,0.516833333,0.012333333,116.8280731
8/6/96,0.022,103.8,8.52,0,0.386,0.012,7.3,14.7,0.576,0.01,128.9771464
8/6/96,0.020333333,103,8,0,0.345,0.009666667,7.2,13.6,0.516833333,0.012333333,116.5853374
8/6/96,0.020333333,103.4,7.07,0,0.345,0.009666667,7.1,12.8,0.516833333,0.012333333,116.4397825
8/6/96,0.020333333,102.8,6.69,0,0.345,0.009666667,7,11.7,0.516833333,0.012333333,116.3304234
8/6/96,0.020333333,103.5,5.6,0,0.345,0.009666667,6.9,11,0.516833333,0.012333333,116.1751195
8/6/96,0.02,102.5,5.47,0,0.494,0.01,6.8,10.2,0.613,0.006,159.0738149
8/6/96,0.020333333,101.7,3.38,0,0.345,0.009666667,6.7,9,0.516833333,0.012333333,115.8236458
8/6/96,0.02,103.2,1.74,0,0.419,0.011,6.6,8.7,0.617,0.018,139.6968281
8/6/96,0.02,103.3,1.43,0,0.35,0.009,6.6,8.6,0.506,0.021,119.5763835
8/21/96,0.02,107,9.68,0,0.176,0.003,8.7,21.9,0.404,0.011,65.73585841
8/21/96,0.02,106.9,9.72,0,0.162,0.003,8.7,21.4,0.389,0.01,61.17153272
8/21/96,0.023166667,106.9,9.3,0,0.259833333,0.004,8.6,21.2,0.464,0.0155,93.2769405
8/21/96,0.023166667,103.5,7.94,0,0.259833333,0.004,7.1,16.8,0.464,0.0155,92.80962161
8/21/96,0.025,102,6.97,0,0.369,0.003,7,14.3,0.549,0.011,124.7161709
8/21/96,0.023166667,101.2,5.73,0,0.259833333,0.004,6.6,12.2,0.464,0.0155,92.28724193
8/21/96,0.023166667,101.3,5.04,0,0.259833333,0.004,6.6,11.5,0.464,0.0155,92.17580144
8/21/96,0.023166667,100.9,4.75,0,0.259833333,0.004,6.5,10.8,0.464,0.0155,92.09991153
8/21/96,0.023166667,100.7,4,0,0.259833333,0.004,6.5,10.1,0.464,0.0155,91.98250223
8/21/96,0.02,101,3.52,0,0.165,0.004,6.5,9.7,0.408,0.02,63.70393323
8/21/96,0.02,103.6,0.61,0,0.389,0.003,6.4,8.7,0.559,0.014,129.1447791
8/21/96,0.034,105.3,0.28,0,0.298,0.008,6.4,8.6,0.475,0.027,109.7636954
9/5/96,0.02,105.3,10.06,3,0.09,0.002,9,20.7,0.302,0.019,42.05512389
9/5/96,0.035,105.2,10.08,3,0.097,0.002,9,20.7,0.366,0.014,47.29781963
9/5/96,0.034166667,105.2,10.13,3,0.275666667,0.002666667,9,20.7,0.465166667,0.014,100.9429135
9/5/96,0.034166667,105.2,10.08,3,0.275666667,0.002666667,9,20.7,0.465166667,0.014,100.9379479
9/5/96,0.034166667,105.1,9.71,3,0.275666667,0.002666667,8.9,20.5,0.465166667,0.014,100.8847783
9/5/96,0.037,101.8,7.2,3,0.224,0.002,7.4,16.6,0.453,0.011,84.72858657
9/5/96,0.034166667,100.6,6.2,3,0.275666667,0.002666667,7.2,14.5,0.465166667,0.014,100.0974854
9/5/96,0.034166667,99.9,4.92,3,0.275666667,0.002666667,7,12.4,0.465166667,0.014,99.8332719
9/5/96,0.034166667,99.4,4.29,3,0.275666667,0.002666667,6.9,11.4,0.465166667,0.014,99.70521885
9/5/96,0.034166667,99.4,3.68,3,0.275666667,0.002666667,6.8,10.5,0.465166667,0.014,99.58529983
9/5/96,0.027,99,3.14,3,0.505,0.002,6.7,9.8,0.622,0.01,165.3460576
9/5/96,0.034166667,98.8,2.33,3,0.275666667,0.002666667,6.7,9.1,0.465166667,0.014,99.36121346
9/5/96,0.023,103.9,0.23,3,0.441,0.003,6.6,8.6,0.584,0.009,144.1830378
9/5/96,0.063,107.2,0.18,3,0.297,0.005,6.6,8.5,0.464,0.021,116.306814
9/17/96,0.02,104.7,9.76,1,0.065,0.009,9.2,19.4,0.333,0.016,33.69054038
9/17/96,0.02,104.5,9.7,1,0.067,0.007,9.1,19,0.392,0.02,35.55748678
9/17/96,0.023333333,104.6,9.7,1,0.231166667,0.009666667,9.1,19,0.454166667,0.024333333,87.34192199
9/17/96,0.023333333,104.5,9.71,1,0.231166667,0.009666667,9.2,19,0.454166667,0.024333333,87.34706989
9/17/96,0.023333333,104.4,9.67,1,0.231166667,0.009666667,9.1,18.9,0.454166667,0.024333333,87.33280483
9/17/96,0.023333333,104.4,9.72,1,0.231166667,0.009666667,9.1,19,0.454166667,0.024333333,87.34390158
9/17/96,0.02,104.4,9.75,1,0.062,0.012,9.1,19,0.332,0.017,33.09397323
9/17/96,0.023333333,104.1,8.16,1,0.231166667,0.009666667,9,18.5,0.454166667,0.024333333,87.15414915
9/17/96,0.023333333,101.4,5.65,1,0.231166667,0.009666667,7.5,15.4,0.454166667,0.024333333,86.65234728
9/17/96,0.023333333,101,4.93,1,0.231166667,0.009666667,7.3,14.3,0.454166667,0.024333333,86.50507017
9/17/96,0.023333333,100.3,3.77,1,0.231166667,0.009666667,7.1,12.6,0.454166667,0.024333333,86.27729866
9/17/96,0.023333333,100.1,3.11,1,0.231166667,0.009666667,7,11.3,0.454166667,0.024333333,86.12788297
9/17/96,0.02,100,2.84,1,0.474,0.01,7,10.8,0.604,0.02,157.0364902
9/17/96,0.023333333,101.2,1.74,1,0.231166667,0.009666667,6.9,10,0.454166667,0.024333333,85.90799816
9/17/96,0.023333333,101.4,1.52,1,0.231166667,0.009666667,6.9,9.7,0.454166667,0.024333333,85.86776264
9/17/96,0.023333333,100.9,1.53,1,0.231166667,0.009666667,6.9,9.7,0.454166667,0.024333333,85.86873909
9/17/96,0.023333333,102.3,0.96,1,0.231166667,0.009666667,6.9,9.3,0.454166667,0.024333333,85.78765285
9/17/96,0.028,102.7,0.83,1,0.365,0.011,6.8,9.3,0.531,0.039,131.9617088
9/17/96,0.023333333,102.5,0.83,1,0.231166667,0.009666667,6.8,9.2,0.454166667,0.024333333,85.7644596
9/17/96,0.032,102.3,0.77,1,0.354,0.009,6.8,9.2,0.533,0.034,128.3246679
10/1/96,0.02,107.8,10,0,0.05,0.002,8.9,17.7,0.248,0.026,31.8340449
10/1/96,0.02,107.7,10.03,0,0.05,0.003,9,17.4,0.254,0.023,30.94605128
10/1/96,0.043666667,107.7,9.94,0,0.181833333,0.004833333,8.9,17.3,0.3695,0.027666667,79.30757413
10/1/96,0.043666667,107.7,9.83,0,0.181833333,0.004833333,8.9,17.3,0.3695,0.027666667,79.29664966
10/1/96,0.02,106.9,7.58,0,0.091,0.002,8.1,16.5,0.219,0.013,39.83818153
10/1/96,0.043666667,105.1,3.77,0,0.181833333,0.004833333,7.3,14.1,0.3695,0.027666667,78.43199938
10/1/96,0.043666667,104,2.51,0,0.181833333,0.004833333,7.1,12.2,0.3695,0.027666667,78.18202101
10/1/96,0.043666667,104.1,1.62,0,0.181833333,0.004833333,6.9,11.3,0.3695,0.027666667,78.03013948
10/1/96,0.043666667,103.4,2.25,0,0.181833333,0.004833333,6.9,10.6,0.3695,0.027666667,78.04976598
10/1/96,0.02,103.9,0.9,0,0.469,0.005,6.8,9.9,0.578,0.014,153.3613106
10/1/96,0.043666667,104.4,0.68,0,0.181833333,0.004833333,6.8,9.5,0.3695,0.027666667,77.82227731
10/1/96,0.043666667,104,0.45,0,0.181833333,0.004833333,6.8,9.3,0.3695,0.027666667,77.78715972
10/1/96,0.043666667,104.1,0.27,0,0.181833333,0.004833333,6.8,9.1,0.3695,0.027666667,77.75702448
10/1/96,0.043666667,107.7,0.09,0,0.181833333,0.004833333,6.8,8.9,0.3695,0.027666667,77.72700607
10/1/96,0.081,111.2,0.08,0,0.237,0.008,6.8,8.7,0.453,0.046,111.2230104
10/1/96,0.043666667,111.8,0.08,0,0.181833333,0.004833333,6.8,8.7,0.3695,0.027666667,77.71388763
10/1/96,0.101,114.2,0.08,0,0.194,0.009,6.8,8.6,0.465,0.044,103.7434559
11/6/96,0.024,91.5,8.45,3,0.15,0.0047,7.5,11.8,0.4,0.0214,61.47172007
11/6/96,0.025,91.7,8.01,3,0.151,0.0059,7.5,11.8,0.379,0.017,60.6776222
11/6/96,0.025,91.5,8.54,3,0.154,0.0032,7.5,11.8,0.347,0.0164,61.35206053
11/6/96,0.025,91.7,8.56,3,0.147,0.0065,7.5,11.8,0.373,0.0154,59.04456814
11/6/96,0.026,91.6,8.29,3,0.153,0.0053,7.5,11.8,0.34,0.0134,60.43659807
11/6/96,0.026,92.4,6.36,3,0.153166667,0.005183333,7.3,11.3,0.369166667,0.017033333,61.4070334
11/6/96,0.031,99.4,1.31,3,0.164,0.0055,7,10.1,0.376,0.0186,66.06510933
12/4/96,0.02,103.3,8.42,15,0.271,0.0143,7.1,8.8,0.385,0.0281,98.51694465
12/4/96,0.02,103.2,8.55,15,0.306,0.0142,7.1,8.8,0.437,0.0319,110.2935499
12/4/96,0.02,103.2,8.71,15,0.308,0.0122,7.1,8.8,0.515,0.0271,109.6069509
12/4/96,0.02,103.3,8.65,15,0.304,0.013,7.1,8.8,0.541,0.0306,109.5146405
12/4/96,0.02,103.2,8.78,15,0.303,0.016,7.1,8.8,0.463,0.0217,106.4266815
12/4/96,0.02,103.4,8.74,15,0.3,0.0141,7.1,8.8,0.438,0.0193,104.7254424
2/5/97,0.027,85.2,11.7,2,0.525,0.0116,7.3,6,0.788,0.0315,178.9167614
2/5/97,0.025,85.4,10.8,2,0.541,0.0122,7.2,5.7,0.717,0.0337,183.5307726
2/5/97,0.024,85.7,10.8,2,0.527,0.0121,7.2,5.7,0.668,0.0377,180.1227004
2/5/97,0.025,85.9,10.8,2,0.52,0.0127,7.3,5.7,0.72,0.0341,177.3585003
2/5/97,0.024,85.7,10.7,2,0.532,0.0129,7.3,5.6,0.05,0.0346,179.4018978
2/5/97,0.023,85.7,10.7,2,0.529,0.013,7.3,5.6,0.719,0.0341,179.4469112
3/3/97,0.02,92,11.6,4,0.563,0.0227,7.7,6.3,0.675,0.0374,189.9256613
3/3/97,0.02,92.3,11.5,4,0.641,0.0229,7.7,6.3,0.677,0.0343,212.4240007
3/3/97,0.02,92.2,11.5,4,0.582,0.0231,7.6,6.3,0.708,0.0289,193.139674
3/3/97,0.02,92.2,11.4,4,0.632,0.0232,7.6,6.3,0.791,0.0365,210.6084713
3/3/97,0.02,92.1,11.3,4,0.606,0.0224,7.6,6.3,0.64,0.0296,200.3899785
3/3/97,0.02,92.1,11.3,4,0.581,0.0236,7.6,6.3,0.687,0.0337,194.2236123
4/2/97,0.033,92.5,11.8,0,0.545,0.0167,7.8,8.1,0.72,0.0195,183.2014922
4/2/97,0.032,92.8,11.6,0,0.548,0.015,7.7,7.7,0.71,0.016,182.6610311
4/2/97,0.034,93.1,11.2,0,0.558,0.0169,7.6,7.5,0.709,0.018,186.8315638
4/2/97,0.033,93.3,11.2,0,0.558,0.0228,7.6,7.4,0.721,0.02,187.2217975
4/2/97,0.034,93.5,11.1,0,0.56,0.0175,7.6,7.4,0.741,0.0184,187.6105008
4/2/97,0.031,93.7,10.9,0,0.566,0.0166,7.6,7.4,0.751,0.0183,188.4719191
5/7/97,0.02,89.7,12.2,1,0.466,0.006,8.9,12.5,0.694,0.0152,154.4432341
5/7/97,0.02,89.7,12.1,1,0.421,0.0075,8.8,11.8,0.726,0.0169,141.462696
5/7/97,0.02,90,10.8,1,0.485,0.0048,7.7,9.9,0.712,0.0235,162.3195812
5/7/97,0.047,90,9.5,1,0.568,0.012,7.3,8.5,0.675,0.0272,196.2554342
5/7/97,0.029,90.1,8.9,1,0.596,0.0175,7.2,7.9,0.767,0.0267,199.2669537
5/7/97,0.02,90.2,8.9,1,0.563,0.0179,7.2,7.8,0.673,0.0278,186.7822214
6/2/97,0.02,96.4,9.8,2,0.311,0.0075,9.1,18.6,0.528,0.0115,106.5821526
6/2/97,0.029,96.4,10,2,0.329,0.0088,9.1,17.5,0.504,0.0254,118.7874267
6/2/97,0.026666667,96.1,10.6,2,0.446833333,0.0078,9.1,16.4,0.631666667,0.014516667,150.4631489
6/2/97,0.026666667,94.9,11,2,0.446833333,0.0078,8.7,12.2,0.631666667,0.014516667,150.2286963
6/2/97,0.026666667,94.9,11.3,2,0.446833333,0.0078,8.1,11.4,0.631666667,0.014516667,150.184493
6/2/97,0.026666667,94.9,10.6,2,0.446833333,0.0078,7.9,11.1,0.631666667,0.014516667,150.0882642
6/2/97,0.026666667,95.5,9.7,2,0.446833333,0.0078,7.5,10.5,0.631666667,0.014516667,149.9454832
6/2/97,0.03,95.6,9.5,2,0.481,0.0063,7.4,10.3,0.515,0.0097,159.4666059
6/2/97,0.034,95.4,7.8,2,0.536,0.0079,7.1,8.7,0.561,0.0106,177.2977297
6/2/97,0.02,95.6,5.6,2,0.552,0.0065,7,8.2,1.12,0.0126,179.3955273
6/2/97,0.027,96.2,5,2,0.472,0.0098,6.9,8.1,0.562,0.0173,157.682294
7/2/97,0.028,88.1,10.4,2,0.292,0.0103,8.5,20.5,0.506,0.0076,102.2444518
7/2/97,0.033,89.9,10.5,2,0.293,0.0083,8.6,19,0.522,0.0082,104.1587736
7/2/97,0.025,89.9,10,2,0.382,0.0111,8.1,12.4,0.552,0.0077,127.9639641
7/2/97,0.026,89.8,8,2,0.537,0.0036,7.7,9.3,0.724,0.0073,174.5731728
7/2/97,0.039,90.5,3,2,0.37,0.0084,7.4,8.5,0.506,0.0192,130.9278682
7/2/97,0.042,90,2.4,2,0.34,0.0114,7.2,8.5,0.594,0.0866,143.2166802
