,CollectDate,Ammmonia Nitrogen (mg/L),Conductivity (µmhos/cm),Dissolved Oxygen (mg/L),Fecal Coliform (CFU/100ml),Nitrate Nitrite (mg/L),Orthophosphate Phosphate (mg/L),pH,Temperature (°C),Total Nitrogen (mg/L),Total Phosphorus (mg/L)
265,1995-09-12,0.0375,108.7,9.33,0.0,0.16216666666666665,0.0042,8.7,19.1,0.37599999999999995,0.011383333333333334
266,1995-09-12,0.02,108.2,8.91,0.0,0.072,0.0036,8.4,18.2,0.249,0.0062
267,1995-09-12,0.0375,107.1,7.5,0.0,0.16216666666666665,0.0042,7.7,16.4,0.37599999999999995,0.011383333333333334
268,1995-09-12,0.0375,106.6,6.18,0.0,0.16216666666666665,0.0042,7.4,14.0,0.37599999999999995,0.011383333333333334
269,1995-09-12,0.0375,105.5,4.61,0.0,0.16216666666666665,0.0042,7.1,12.4,0.37599999999999995,0.011383333333333334
270,1995-09-12,0.0375,105.2,4.15,0.0,0.16216666666666665,0.0042,7,11.4,0.37599999999999995,0.011383333333333334
271,1995-09-12,0.02,104.3,3.89,0.0,0.357,0.0032,7,10.5,0.621,0.0061
272,1995-09-12,0.0375,104.7,3.38,0.0,0.16216666666666665,0.0042,6.9,9.9,0.37599999999999995,0.011383333333333334
273,1995-09-12,0.02,105.3,0.73,0.0,0.321,0.0033,6.7,8.9,0.652,0.007
274,1995-09-12,0.125,113.9,0.51,0.0,0.123,0.0086,6.7,8.6,0.408,0.0371
276,1995-10-02,0.02,151.0,9.14,2.0,0.05,0.002,8.4,18.5,0.201,0.005
277,1995-10-02,0.02,155.0,9.12,2.0,0.05,0.002,8.4,18.5,0.256,0.0055
278,1995-10-02,0.04583333333333334,155.0,5.198333333333333,2.0,0.12366666666666666,0.0036666666666666666,8.4,18.5,0.3383333333333334,0.023183333333333334
279,1995-10-02,0.02,154.0,9.14,2.0,0.05,0.002,8.4,18.5,0.246,0.005
280,1995-10-02,0.04583333333333334,152.0,5.198333333333333,2.0,0.12366666666666666,0.0036666666666666666,8.3,18.0,0.3383333333333334,0.023183333333333334
281,1995-10-02,0.04583333333333334,147.5,5.198333333333333,2.0,0.12366666666666666,0.0036666666666666666,7.3,13.7,0.3383333333333334,0.023183333333333334
282,1995-10-02,0.04583333333333334,147.5,5.198333333333333,2.0,0.12366666666666666,0.0036666666666666666,7,12.4,0.3383333333333334,0.023183333333333334
283,1995-10-02,0.04583333333333334,146.0,5.198333333333333,2.0,0.12366666666666666,0.0036666666666666666,6.9,11.0,0.3383333333333334,0.023183333333333334
284,1995-10-02,0.02,146.8,2.84,2.0,0.326,0.002,6.7,10.4,0.522,0.0096
285,1995-10-02,0.06,150.0,0.53,2.0,0.192,0.0023,6.6,9.0,0.451,0.0272
286,1995-10-02,0.135,156.0,0.42,2.0,0.074,0.0117,6.6,8.7,0.354,0.0868
288,1995-11-09,0.033,106.0,8.68,4.0,0.118,0.009,7.1,11.6,0.376,0.01
289,1995-11-09,0.028,108.4,8.67,4.0,0.121,0.007,7.1,11.6,0.359,0.0169
290,1995-11-09,0.03,109.9,8.66,4.0,0.126,0.01,7.1,11.6,0.356,0.0072
291,1995-11-09,0.031,110.3,8.49,4.0,0.122,0.009,7.1,11.5,0.476,0.0088
292,1995-11-09,0.09516666666666666,111.0,8.02,4.0,0.09783333333333334,0.010666666666666666,7,11.4,0.3908333333333333,0.037950000000000005
293,1995-11-09,0.09516666666666666,119.0,1.41,4.0,0.09783333333333334,0.010666666666666666,6.7,9.3,0.3908333333333333,0.037950000000000005
294,1995-11-09,0.09516666666666666,119.0,0.52,4.0,0.09783333333333334,0.010666666666666666,6.6,9.1,0.3908333333333333,0.037950000000000005
295,1995-11-09,0.217,118.6,0.29,4.0,0.05,0.017,6.6,9.0,0.405,0.0848
296,1995-11-09,0.232,120.4,0.28,4.0,0.05,0.012,6.6,8.9,0.373,0.1
298,1995-12-05,0.02,106.2,8.96,14.0,0.254,0.012,7.1,10.1,0.481,0.024
299,1995-12-05,0.025,107.0,8.87,14.0,0.256,0.012,7.1,10.1,0.504,0.015
300,1995-12-05,0.02,108.0,8.83,14.0,0.254,0.012,7,10.1,0.52,0.028
301,1995-12-05,0.024,108.4,8.84,14.0,0.255,0.012,7,10.1,0.559,0.021
302,1995-12-05,0.02,108.8,8.83,14.0,0.256,0.012,7,10.1,0.47,0.018
303,1995-12-05,0.02,108.5,8.81,14.0,0.257,0.012,7,10.1,0.463,0.018
305,1996-01-03,0.02,102.7,9.71,3.0,0.449,0.011,7.1,8.3,0.607,0.025
306,1996-01-03,0.02,102.8,9.79,3.0,0.441,0.009,7.1,8.3,0.599,0.022
307,1996-01-03,0.02,103.7,9.72,3.0,0.444,0.009,7.1,8.3,0.583,0.027
308,1996-01-03,0.02,103.9,9.7,3.0,0.43,0.011,7.1,8.3,0.572,0.028
309,1996-01-03,0.02,104.4,9.68,3.0,0.43,0.01,7.1,8.2,0.571,0.031
310,1996-01-03,0.02,104.4,9.59,3.0,0.412,0.008,7.1,8.2,0.542,0.024
312,1996-02-07,0.02,100.1,11.02,14.0,0.527,0.004,7.1,6.1,0.723,0.057
313,1996-02-07,0.02,100.3,10.85,14.0,0.527,0.004,7.1,6.1,0.697,0.02
314,1996-02-07,0.02,100.4,10.76,14.0,0.513,0.005,7.1,6.0,0.819,0.023
315,1996-02-07,0.02,101.0,10.79,14.0,0.516,0.005,7.1,6.0,0.712,0.057
316,1996-02-07,0.02,101.2,10.82,14.0,0.493,0.006,7.1,5.9,0.683,0.025
317,1996-02-07,0.02,101.5,10.77,14.0,0.489,0.006,7.1,5.9,0.664,0.026
319,1996-03-06,0.02,99.9,12.05,4.0,0.595,0.011,7.7,6.5,0.769,0.026
320,1996-03-06,0.02,100.4,11.99,4.0,0.572,0.01,7.7,6.4,0.764,0.025
321,1996-03-06,0.02,99.4,11.96,4.0,0.609,0.011,7.7,6.2,0.779,0.025
322,1996-03-06,0.02,99.6,12.08,4.0,0.587,0.01,7.7,6.2,0.775,0.026
323,1996-03-06,0.02,101.1,11.95,4.0,0.603,0.011,7.6,6.1,0.791,0.028
324,1996-03-06,0.02,100.7,11.91,4.0,0.595,0.01,7.6,6.1,0.786,0.027
326,1996-03-21,0.02,97.5,12.56,0.0,0.51,0.002,8.5,8.2,0.754,0.023
327,1996-03-21,0.02,97.5,12.23,0.0,0.508,0.003,8.1,7.8,0.754,0.025
328,1996-03-21,0.02,97.8,12.3,0.0,0.533,0.002,8,7.7,0.754,0.022
329,1996-03-21,0.023,97.5,12.04,0.0,0.545,0.003,7.9,7.6,0.752,0.02
330,1996-03-21,0.02,97.8,11.85,0.0,0.603,0.013,7.7,6.2,0.738,0.024
331,1996-03-21,0.029,97.8,11.77,0.0,0.616,0.013,7.7,6.2,0.758,0.025
333,1996-04-10,0.02,100.9,12.52,1.0,0.472,0.003,8.6,11.7,0.672,0.01
334,1996-04-10,0.02,101.0,13.01,1.0,0.481,0.002,8.6,11.5,0.639,0.01
335,1996-04-10,0.02,100.6,13.3,1.0,0.512,0.0030000000000000005,8.7,11.1,0.7205,0.014
336,1996-04-10,0.02,100.3,13.77,1.0,0.512,0.0030000000000000005,8.7,10.2,0.7205,0.014
337,1996-04-10,0.02,100.4,13.94,1.0,0.512,0.0030000000000000005,8.7,10.1,0.7205,0.014
338,1996-04-10,0.02,100.2,14.14,1.0,0.512,0.0030000000000000005,8.7,9.7,0.7205,0.014
339,1996-04-10,0.02,99.8,14.33,1.0,0.467,0.002,8.7,8.8,0.736,0.013
340,1996-04-10,0.02,99.6,14.25,1.0,0.512,0.0030000000000000005,8.5,8.3,0.7205,0.014
341,1996-04-10,0.02,99.9,14.02,1.0,0.512,0.0030000000000000005,8.3,8.2,0.7205,0.014
342,1996-04-10,0.02,99.6,13.91,1.0,0.512,0.0030000000000000005,8.2,8.1,0.7205,0.014
343,1996-04-10,0.02,99.7,13.67,1.0,0.512,0.0030000000000000005,8,7.8,0.7205,0.014
344,1996-04-10,0.02,99.7,13.59,1.0,0.523,0.002,7.9,7.7,0.733,0.013
345,1996-04-10,0.02,99.1,12.46,1.0,0.576,0.004,7.6,6.6,0.757,0.019
346,1996-04-10,0.02,99.3,12.02,1.0,0.553,0.005,7.5,6.5,0.786,0.019
348,1996-04-30,0.035,86.6,11.07,0.0,0.509,0.003,8.3,10.9,0.603,0.007
349,1996-04-30,0.028,86.7,11.23,0.0,0.513,0.005,8,9.9,0.625,0.019
350,1996-04-30,0.031,86.7,11.31,0.0,0.542,0.006,7.8,9.6,0.638,0.059
351,1996-04-30,0.028,86.6,11.26,0.0,0.57,0.006,7.6,9.0,0.651,0.014
352,1996-04-30,0.027,86.5,10.94,0.0,0.571,0.008,7.5,8.2,0.674,0.029
353,1996-04-30,0.023,86.6,9.66,0.0,0.574,0.005,7.2,7.4,0.695,0.015
355,1996-05-08,0.024,100.1,10.55,3.0,0.442,0.005,8.1,11.9,0.641,0.015
356,1996-05-08,0.025,100.0,10.67,3.0,0.446,0.005,8.1,11.6,0.633,0.015
357,1996-05-08,0.029,99.8,10.89,3.0,0.455,0.005,7.8,9.7,0.632,0.014
358,1996-05-08,0.023,99.2,10.59,3.0,0.512,0.011,7.6,8.7,0.671,0.019
359,1996-05-08,0.02,99.1,9.42,3.0,0.527,0.011,7.3,7.5,0.659,0.016
360,1996-05-08,0.02,99.4,8.89,3.0,0.519,0.007,7.2,7.4,0.643,0.019
362,1996-05-21,0.029,100.1,10.28,2.0,0.435,0.002,7.8,14.1,0.649,0.013
363,1996-05-21,0.024166666666666666,99.9,10.99,2.0,0.5061666666666667,0.0026666666666666666,7.8,13.5,0.6431666666666668,0.011666666666666667
364,1996-05-21,0.03,100.1,10.75,2.0,0.471,0.002,7.8,13.4,0.611,0.011
365,1996-05-21,0.024166666666666666,100.1,10.99,2.0,0.5061666666666667,0.0026666666666666666,7.7,13.1,0.6431666666666668,0.011666666666666667
366,1996-05-21,0.024166666666666666,100.2,10.81,2.0,0.5061666666666667,0.0026666666666666666,7.7,13.0,0.6431666666666668,0.011666666666666667
367,1996-05-21,0.024166666666666666,100.2,10.48,2.0,0.5061666666666667,0.0026666666666666666,7.7,13.0,0.6431666666666668,0.011666666666666667
368,1996-05-21,0.024166666666666666,100.1,10.16,2.0,0.5061666666666667,0.0026666666666666666,7.6,12.4,0.6431666666666668,0.011666666666666667
369,1996-05-21,0.026,99.4,10.89,2.0,0.477,0.002,7.4,10.6,0.621,0.006
370,1996-05-21,0.02,99.2,10.75,2.0,0.551,0.002,7.2,9.0,0.657,0.01
371,1996-05-21,0.02,99.4,9.32,2.0,0.578,0.003,7,8.0,0.661,0.007
372,1996-05-21,0.02,99.1,7.42,2.0,0.525,0.005,6.8,7.8,0.66,0.023
374,1996-06-04,0.033,101.1,10.13,0.0,0.414,0.003,7.9,16.3,0.586,0.011
375,1996-06-04,0.03,100.9,10.39,0.0,0.423,0.003,7.9,16.0,0.559,0.023
376,1996-06-04,0.027666666666666662,100.6,10.54,0.0,0.46249999999999997,0.0048333333333333344,7.9,15.9,0.5935,0.0315
377,1996-06-04,0.027666666666666662,100.9,10.56,0.0,0.46249999999999997,0.0048333333333333344,7.9,15.9,0.5935,0.0315
378,1996-06-04,0.027666666666666662,100.9,10.5,0.0,0.46249999999999997,0.0048333333333333344,7.9,16.0,0.5935,0.0315
379,1996-06-04,0.033,100.1,10.24,0.0,0.448,0.003,7.3,12.1,0.616,0.031
380,1996-06-04,0.027666666666666662,99.9,10.14,0.0,0.46249999999999997,0.0048333333333333344,7.3,11.7,0.5935,0.0315
381,1996-06-04,0.027666666666666662,99.7,9.72,0.0,0.46249999999999997,0.0048333333333333344,7.1,9.3,0.5935,0.0315
382,1996-06-04,0.023,99.6,8.88,0.0,0.534,0.004,6.9,8.7,0.652,0.062
383,1996-06-04,0.023,99.5,5.84,0.0,0.493,0.006,6.7,8.1,0.584,0.045
384,1996-06-04,0.024,99.2,4.96,0.0,0.463,0.01,6.6,8.0,0.564,0.017
386,1996-06-18,0.02,102.6,10.73,0.0,0.391,0.002,8.6,17.9,0.6,0.008
387,1996-06-18,0.02,102.5,11.03,0.0,0.378,0.002,8.6,17.2,0.621,0.01
388,1996-06-18,0.02,102.3,11.07,0.0,0.4466666666666667,0.002166666666666667,8.6,17.1,0.618,0.01
389,1996-06-18,0.02,102.3,11.03,0.0,0.4466666666666667,0.002166666666666667,8.6,17.0,0.618,0.01
390,1996-06-18,0.02,102.2,11.04,0.0,0.4466666666666667,0.002166666666666667,8.5,17.0,0.618,0.01
391,1996-06-18,0.02,102.0,10.82,0.0,0.4466666666666667,0.002166666666666667,8.5,16.8,0.618,0.01
392,1996-06-18,0.02,100.6,9.41,0.0,0.4466666666666667,0.002166666666666667,7.6,13.2,0.618,0.01
393,1996-06-18,0.02,100.7,9.38,0.0,0.4466666666666667,0.002166666666666667,7.3,11.7,0.618,0.01
394,1996-06-18,0.02,100.3,8.66,0.0,0.513,0.002,7.1,10.7,0.654,0.005
395,1996-06-18,0.02,100.1,8.16,0.0,0.4466666666666667,0.002166666666666667,7,9.8,0.618,0.01
396,1996-06-18,0.02,99.8,8.19,0.0,0.4466666666666667,0.002166666666666667,6.9,9.3,0.618,0.01
397,1996-06-18,0.02,98.6,7.77,0.0,0.498,0.002,6.8,8.8,0.679,0.007
398,1996-06-18,0.02,99.5,7.05,0.0,0.4466666666666667,0.002166666666666667,6.7,8.6,0.618,0.01
399,1996-06-18,0.02,99.3,6.17,0.0,0.4466666666666667,0.002166666666666667,6.7,8.5,0.618,0.01
400,1996-06-18,0.02,99.2,4.76,0.0,0.4466666666666667,0.002166666666666667,6.6,8.2,0.618,0.01
401,1996-06-18,0.02,99.2,4.16,0.0,0.4466666666666667,0.002166666666666667,6.5,8.1,0.618,0.01
402,1996-06-18,0.02,99.0,4.01,0.0,0.46,0.002,6.5,8.1,0.571,0.011
403,1996-06-18,0.02,98.9,3.94,0.0,0.4466666666666667,0.002166666666666667,6.5,8.1,0.618,0.01
404,1996-06-18,0.02,99.0,3.99,0.0,0.44,0.003,6.5,8.1,0.583,0.019
406,1996-07-02,0.02,104.1,10.14,1.0,0.262,0.002,8.8,20.1,0.514,0.015
407,1996-07-02,0.02,104.0,10.91,1.0,0.272,0.004,8.9,18.7,0.511,0.013
408,1996-07-02,0.029,101.4,9.43,1.0,0.387,0.006,7.4,14.1,0.65,0.015
410,1996-07-02,0.02,100.1,3.44,1.0,0.451,0.003,6.5,8.4,0.617,0.016
411,1996-07-02,0.025,100.0,2.96,1.0,0.367,0.005,6.5,8.3,0.595,0.019
413,1996-07-24,0.02,107.7,9.12,0.0,0.338,0.009,8.4,22.3,0.415,0.016
414,1996-07-24,0.02,106.8,9.45,0.0,0.252,0.003,8.5,20.3,0.439,0.015
415,1996-07-24,0.0205,106.5,9.51,0.0,0.4086666666666667,0.004666666666666667,8.4,19.7,0.5283333333333333,0.018500000000000003
416,1996-07-24,0.0205,105.9,9.94,0.0,0.4086666666666667,0.004666666666666667,8.3,18.4,0.5283333333333333,0.018500000000000003
417,1996-07-24,0.0205,105.4,9.91,0.0,0.4086666666666667,0.004666666666666667,8.2,17.8,0.5283333333333333,0.018500000000000003
418,1996-07-24,0.0205,104.3,9.93,0.0,0.4086666666666667,0.004666666666666667,7.8,16.6,0.5283333333333333,0.018500000000000003
419,1996-07-24,0.0205,103.6,9.48,0.0,0.4086666666666667,0.004666666666666667,7.5,15.5,0.5283333333333333,0.018500000000000003
420,1996-07-24,0.0205,103.8,9.01,0.0,0.4086666666666667,0.004666666666666667,7.2,14.3,0.5283333333333333,0.018500000000000003
421,1996-07-24,0.0205,102.8,8.45,0.0,0.4086666666666667,0.004666666666666667,7.1,13.3,0.5283333333333333,0.018500000000000003
422,1996-07-24,0.023,103.3,7.8,0.0,0.436,0.004,6.9,12.7,0.548,0.016
423,1996-07-24,0.0205,102.8,7.13,0.0,0.4086666666666667,0.004666666666666667,6.8,11.8,0.5283333333333333,0.018500000000000003
424,1996-07-24,0.0205,102.2,6.94,0.0,0.4086666666666667,0.004666666666666667,6.8,11.0,0.5283333333333333,0.018500000000000003
425,1996-07-24,0.0205,102.2,6.31,0.0,0.4086666666666667,0.004666666666666667,6.7,10.3,0.5283333333333333,0.018500000000000003
426,1996-07-24,0.0205,102.3,6.25,0.0,0.4086666666666667,0.004666666666666667,6.7,9.9,0.5283333333333333,0.018500000000000003
427,1996-07-24,0.02,101.4,5.68,0.0,0.524,0.004,6.6,9.6,0.634,0.024
428,1996-07-24,0.0205,101.5,5.27,0.0,0.4086666666666667,0.004666666666666667,6.5,9.0,0.5283333333333333,0.018500000000000003
429,1996-07-24,0.02,101.6,3.14,0.0,0.473,0.003,6.4,8.6,0.589,0.016
430,1996-07-24,0.0205,102.0,2.44,0.0,0.4086666666666667,0.004666666666666667,6.4,8.5,0.5283333333333333,0.018500000000000003
431,1996-07-24,0.02,103.0,2.29,0.0,0.429,0.005,6.4,8.5,0.545,0.024
433,1996-08-06,0.02,108.4,9.3,0.0,0.214,0.009,8.7,22.2,0.377,0.009
434,1996-08-06,0.02,108.3,9.38,0.0,0.207,0.007,8.7,21.4,0.412,0.01
435,1996-08-06,0.020333333333333335,108.0,9.31,0.0,0.345,0.009666666666666667,8.6,21.1,0.5168333333333334,0.012333333333333333
436,1996-08-06,0.020333333333333335,106.8,9.27,0.0,0.345,0.009666666666666667,8.4,19.5,0.5168333333333334,0.012333333333333333
437,1996-08-06,0.020333333333333335,104.1,8.96,0.0,0.345,0.009666666666666667,7.5,15.8,0.5168333333333334,0.012333333333333333
438,1996-08-06,0.022,103.8,8.52,0.0,0.386,0.012,7.3,14.7,0.576,0.01
439,1996-08-06,0.020333333333333335,103.0,8.0,0.0,0.345,0.009666666666666667,7.2,13.6,0.5168333333333334,0.012333333333333333
440,1996-08-06,0.020333333333333335,103.4,7.07,0.0,0.345,0.009666666666666667,7.1,12.8,0.5168333333333334,0.012333333333333333
441,1996-08-06,0.020333333333333335,102.8,6.69,0.0,0.345,0.009666666666666667,7,11.7,0.5168333333333334,0.012333333333333333
442,1996-08-06,0.020333333333333335,103.5,5.6,0.0,0.345,0.009666666666666667,6.9,11.0,0.5168333333333334,0.012333333333333333
443,1996-08-06,0.02,102.5,5.47,0.0,0.494,0.01,6.8,10.2,0.613,0.006
444,1996-08-06,0.020333333333333335,101.7,3.38,0.0,0.345,0.009666666666666667,6.7,9.0,0.5168333333333334,0.012333333333333333
445,1996-08-06,0.02,103.2,1.74,0.0,0.419,0.011,6.6,8.7,0.617,0.018
446,1996-08-06,0.02,103.3,1.43,0.0,0.35,0.009,6.6,8.6,0.506,0.021
448,1996-08-21,0.02,107.0,9.68,0.0,0.176,0.003,8.7,21.9,0.404,0.011
449,1996-08-21,0.02,106.9,9.72,0.0,0.162,0.003,8.7,21.4,0.389,0.01
450,1996-08-21,0.02316666666666667,106.9,9.3,0.0,0.25983333333333336,0.004,8.6,21.2,0.464,0.0155
451,1996-08-21,0.02316666666666667,103.5,7.94,0.0,0.25983333333333336,0.004,7.1,16.8,0.464,0.0155
452,1996-08-21,0.025,102.0,6.97,0.0,0.369,0.003,7,14.3,0.549,0.011
453,1996-08-21,0.02316666666666667,101.2,5.73,0.0,0.25983333333333336,0.004,6.6,12.2,0.464,0.0155
454,1996-08-21,0.02316666666666667,101.3,5.04,0.0,0.25983333333333336,0.004,6.6,11.5,0.464,0.0155
455,1996-08-21,0.02316666666666667,100.9,4.75,0.0,0.25983333333333336,0.004,6.5,10.8,0.464,0.0155
456,1996-08-21,0.02316666666666667,100.7,4.0,0.0,0.25983333333333336,0.004,6.5,10.1,0.464,0.0155
457,1996-08-21,0.02,101.0,3.52,0.0,0.165,0.004,6.5,9.7,0.408,0.02
458,1996-08-21,0.02,103.6,0.61,0.0,0.389,0.003,6.4,8.7,0.559,0.014
459,1996-08-21,0.034,105.3,0.28,0.0,0.298,0.008,6.4,8.6,0.475,0.027
461,1996-09-05,0.02,105.3,10.06,3.0,0.09,0.002,9,20.7,0.302,0.019
462,1996-09-05,0.035,105.2,10.08,3.0,0.097,0.002,9,20.7,0.366,0.014
463,1996-09-05,0.034166666666666665,105.2,10.13,3.0,0.27566666666666667,0.0026666666666666666,9,20.7,0.4651666666666667,0.014
464,1996-09-05,0.034166666666666665,105.2,10.08,3.0,0.27566666666666667,0.0026666666666666666,9,20.7,0.4651666666666667,0.014
465,1996-09-05,0.034166666666666665,105.1,9.71,3.0,0.27566666666666667,0.0026666666666666666,8.9,20.5,0.4651666666666667,0.014
466,1996-09-05,0.037,101.8,7.2,3.0,0.224,0.002,7.4,16.6,0.453,0.011
467,1996-09-05,0.034166666666666665,100.6,6.2,3.0,0.27566666666666667,0.0026666666666666666,7.2,14.5,0.4651666666666667,0.014
468,1996-09-05,0.034166666666666665,99.9,4.92,3.0,0.27566666666666667,0.0026666666666666666,7,12.4,0.4651666666666667,0.014
469,1996-09-05,0.034166666666666665,99.4,4.29,3.0,0.27566666666666667,0.0026666666666666666,6.9,11.4,0.4651666666666667,0.014
470,1996-09-05,0.034166666666666665,99.4,3.68,3.0,0.27566666666666667,0.0026666666666666666,6.8,10.5,0.4651666666666667,0.014
471,1996-09-05,0.027,99.0,3.14,3.0,0.505,0.002,6.7,9.8,0.622,0.01
472,1996-09-05,0.034166666666666665,98.8,2.33,3.0,0.27566666666666667,0.0026666666666666666,6.7,9.1,0.4651666666666667,0.014
473,1996-09-05,0.023,103.9,0.23,3.0,0.441,0.003,6.6,8.6,0.584,0.009
474,1996-09-05,0.063,107.2,0.18,3.0,0.297,0.005,6.6,8.5,0.464,0.021
476,1996-09-17,0.02,104.7,9.76,1.0,0.065,0.009,9.2,19.4,0.333,0.016
477,1996-09-17,0.02,104.5,9.7,1.0,0.067,0.007,9.1,19.0,0.392,0.02
478,1996-09-17,0.023333333333333334,104.6,9.7,1.0,0.23116666666666666,0.009666666666666667,9.1,19.0,0.45416666666666666,0.024333333333333335
479,1996-09-17,0.023333333333333334,104.5,9.71,1.0,0.23116666666666666,0.009666666666666667,9.2,19.0,0.45416666666666666,0.024333333333333335
480,1996-09-17,0.023333333333333334,104.4,9.67,1.0,0.23116666666666666,0.009666666666666667,9.1,18.9,0.45416666666666666,0.024333333333333335
481,1996-09-17,0.023333333333333334,104.4,9.72,1.0,0.23116666666666666,0.009666666666666667,9.1,19.0,0.45416666666666666,0.024333333333333335
482,1996-09-17,0.02,104.4,9.75,1.0,0.062,0.012,9.1,19.0,0.332,0.017
483,1996-09-17,0.023333333333333334,104.1,8.16,1.0,0.23116666666666666,0.009666666666666667,9,18.5,0.45416666666666666,0.024333333333333335
484,1996-09-17,0.023333333333333334,101.4,5.65,1.0,0.23116666666666666,0.009666666666666667,7.5,15.4,0.45416666666666666,0.024333333333333335
485,1996-09-17,0.023333333333333334,101.0,4.93,1.0,0.23116666666666666,0.009666666666666667,7.3,14.3,0.45416666666666666,0.024333333333333335
486,1996-09-17,0.023333333333333334,100.3,3.77,1.0,0.23116666666666666,0.009666666666666667,7.1,12.6,0.45416666666666666,0.024333333333333335
487,1996-09-17,0.023333333333333334,100.1,3.11,1.0,0.23116666666666666,0.009666666666666667,7,11.3,0.45416666666666666,0.024333333333333335
488,1996-09-17,0.02,100.0,2.84,1.0,0.474,0.01,7,10.8,0.604,0.02
489,1996-09-17,0.023333333333333334,101.2,1.74,1.0,0.23116666666666666,0.009666666666666667,6.9,10.0,0.45416666666666666,0.024333333333333335
490,1996-09-17,0.023333333333333334,101.4,1.52,1.0,0.23116666666666666,0.009666666666666667,6.9,9.7,0.45416666666666666,0.024333333333333335
491,1996-09-17,0.023333333333333334,100.9,1.53,1.0,0.23116666666666666,0.009666666666666667,6.9,9.7,0.45416666666666666,0.024333333333333335
492,1996-09-17,0.023333333333333334,102.3,0.96,1.0,0.23116666666666666,0.009666666666666667,6.9,9.3,0.45416666666666666,0.024333333333333335
493,1996-09-17,0.028,102.7,0.83,1.0,0.365,0.011,6.8,9.3,0.531,0.039
494,1996-09-17,0.023333333333333334,102.5,0.83,1.0,0.23116666666666666,0.009666666666666667,6.8,9.2,0.45416666666666666,0.024333333333333335
495,1996-09-17,0.032,102.3,0.77,1.0,0.354,0.009,6.8,9.2,0.533,0.034
497,1996-10-01,0.02,107.8,10.0,0.0,0.05,0.002,8.9,17.7,0.248,0.026
498,1996-10-01,0.02,107.7,10.03,0.0,0.05,0.003,9,17.4,0.254,0.023
499,1996-10-01,0.043666666666666666,107.7,9.94,0.0,0.18183333333333332,0.004833333333333333,8.9,17.3,0.3695,0.027666666666666662
500,1996-10-01,0.043666666666666666,107.7,9.83,0.0,0.18183333333333332,0.004833333333333333,8.9,17.3,0.3695,0.027666666666666662
501,1996-10-01,0.02,106.9,7.58,0.0,0.091,0.002,8.1,16.5,0.219,0.013
502,1996-10-01,0.043666666666666666,105.1,3.77,0.0,0.18183333333333332,0.004833333333333333,7.3,14.1,0.3695,0.027666666666666662
503,1996-10-01,0.043666666666666666,104.0,2.51,0.0,0.18183333333333332,0.004833333333333333,7.1,12.2,0.3695,0.027666666666666662
504,1996-10-01,0.043666666666666666,104.1,1.62,0.0,0.18183333333333332,0.004833333333333333,6.9,11.3,0.3695,0.027666666666666662
505,1996-10-01,0.043666666666666666,103.4,2.25,0.0,0.18183333333333332,0.004833333333333333,6.9,10.6,0.3695,0.027666666666666662
506,1996-10-01,0.02,103.9,0.9,0.0,0.469,0.005,6.8,9.9,0.578,0.014
507,1996-10-01,0.043666666666666666,104.4,0.68,0.0,0.18183333333333332,0.004833333333333333,6.8,9.5,0.3695,0.027666666666666662
508,1996-10-01,0.043666666666666666,104.0,0.45,0.0,0.18183333333333332,0.004833333333333333,6.8,9.3,0.3695,0.027666666666666662
509,1996-10-01,0.043666666666666666,104.1,0.27,0.0,0.18183333333333332,0.004833333333333333,6.8,9.1,0.3695,0.027666666666666662
510,1996-10-01,0.043666666666666666,107.7,0.09,0.0,0.18183333333333332,0.004833333333333333,6.8,8.9,0.3695,0.027666666666666662
511,1996-10-01,0.081,111.2,0.08,0.0,0.237,0.008,6.8,8.7,0.453,0.046
512,1996-10-01,0.043666666666666666,111.8,0.08,0.0,0.18183333333333332,0.004833333333333333,6.8,8.7,0.3695,0.027666666666666662
513,1996-10-01,0.101,114.2,0.08,0.0,0.194,0.009,6.8,8.6,0.465,0.044
515,1996-11-06,0.024,91.5,8.45,3.0,0.15,0.0047,7.5,11.8,0.4,0.0214
516,1996-11-06,0.025,91.7,8.01,3.0,0.151,0.0059,7.5,11.8,0.379,0.017
517,1996-11-06,0.025,91.5,8.54,3.0,0.154,0.0032,7.5,11.8,0.347,0.0164
518,1996-11-06,0.025,91.7,8.56,3.0,0.147,0.0065,7.5,11.8,0.373,0.0154
519,1996-11-06,0.026,91.6,8.29,3.0,0.153,0.0053,7.5,11.8,0.34,0.0134
520,1996-11-06,0.026,92.4,6.36,3.0,0.15316666666666667,0.005183333333333332,7.3,11.3,0.36916666666666664,0.01703333333333333
521,1996-11-06,0.031,99.4,1.31,3.0,0.164,0.0055,7,10.1,0.376,0.0186
523,1996-12-04,0.02,103.3,8.42,15.0,0.271,0.0143,7.1,8.8,0.385,0.0281
524,1996-12-04,0.02,103.2,8.55,15.0,0.306,0.0142,7.1,8.8,0.437,0.0319
525,1996-12-04,0.02,103.2,8.71,15.0,0.308,0.0122,7.1,8.8,0.515,0.0271
526,1996-12-04,0.02,103.3,8.65,15.0,0.304,0.013,7.1,8.8,0.541,0.0306
527,1996-12-04,0.02,103.2,8.78,15.0,0.303,0.016,7.1,8.8,0.463,0.0217
528,1996-12-04,0.02,103.4,8.74,15.0,0.3,0.0141,7.1,8.8,0.438,0.0193
537,1997-02-05,0.027,85.2,11.7,2.0,0.525,0.0116,7.3,6.0,0.788,0.0315
